System,Last,First,City,State,Phone,Specialty
System8,Candan,Lawrence,Staten Island,NY,555.555.19729,Obstetrics/Gynecology
System8,Candelaria,Lawrence,Staten Island,NY,555.555.19721,Obstetrics/Gynecology
System8,Canecchia,Lawrence,Staten Island,NY,555.555.19687,Obstetrics/Gynecology
System8,Canetta,Lawrence,Staten Island,NY,555.555.19664,Obstetrics/Gynecology
System8,Canfield,Laurita,Staten Island,NY,555.555.19648,Obstetrics/Gynecology
System8,Canfield,Lawrence,Staten Island,NY,555.555.19653,Obstetrics/Gynecology
System8,Canfield,Lawrence,Staten Island,NY,555.555.19657,Obstetrics/Gynecology
System8,Cangello,Laurence,Staten Island,NY,555.555.19631,Obstetrics/Gynecology
System8,Cangello,Laurie,Staten Island,NY,555.555.19643,Obstetrics/Gynecology
System8,Cangelosi,Lauren,Staten Island,NY,555.555.19607,Obstetrics/Gynecology
System8,Cangelosi,Laurence,Staten Island,NY,555.555.19621,Obstetrics/Gynecology
System8,Cangemi,Lauren,Staten Island,NY,555.555.19599,Obstetrics/Gynecology
System8,Cangiarella,Lauren,Staten Island,NY,555.555.19584,Obstetrics/Gynecology
System8,Cannizzaro,Lauren,Staten Island,NY,555.555.19583,Obstetrics/Gynecology
System8,Canter,Lauren,Staten Island,NY,555.555.19573,Obstetrics/Gynecology
System8,Canter,Lauren,Staten Island,NY,555.555.19576,Obstetrics/Gynecology
System8,Cantor,Lauren,Staten Island,NY,555.555.19569,Obstetrics/Gynecology
System8,Chernobilsky,Matthew,Stamford,CT,555.555.21782,Otolaryngology
System8,Chernobilsky,Melissa,Stamford,CT,555.555.22099,Pathology
System8,Chessin,Linda,St. Louis,MO,555.555.20064,Oncology - Hematology/Oncology
System8,Cheung,Lenore,Springfield,MA,555.555.19837,Oncology - Hematology/Oncology
System8,Cheung,Mary,Springfield,MA,555.555.21550,Otolaryngology
System8,Chi,Ling,Southold,NY,555.555.20086,Oncology - Hematology/Oncology
System8,Chiang,Louis,Southampton,NY,555.555.20316,Oncology - Pediatric Hematology/Oncology
System8,Ching,Mikhail,South Setauket,NY,555.555.22929,Pediatric Medicine
System8,Chinitz,Lawrence,South Richmond Hill,NY,555.555.19717,Obstetrics/Gynecology
System8,Chiriboga,Michael,South Ozone Park,NY,555.555.22426,Pathology
System8,Chisolm,Lisa,South Floral Park,NY,555.555.20109,Oncology - Medical Oncology
System8,Chitkara,Menachem,Somersworth,NH,555.555.22169,Pathology
System8,Choi,Meghna,Smithtown,NY,555.555.22030,Pain Management
System8,Choi,Michael,Smithtown,NY,555.555.22252,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22259,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22297,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22347,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22364,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22419,Pathology
System8,Choi,Michael,Smithtown,NY,555.555.22683,Pediatric Medicine
System8,Choi,Michael,Smithtown,NY,555.555.22706,Pediatric Medicine
System8,Choi,Michael,Smithtown,NY,555.555.22717,Pediatric Medicine
System8,Choi,Michael,Smithtown,NY,555.555.22725,Pediatric Medicine
System8,Choi,Michelle,Smithtown,NY,555.555.22821,Pediatric Medicine
System8,Choice,Matthew,Smithtown,NY,555.555.21867,Otolaryngology
System8,Choinski,Matthew,Smithtown,NY,555.555.21689,Otolaryngology
System8,Chojnicki,Maryann,Smithtown,NY,555.555.21639,Otolaryngology
System8,Chokshi,Mark,Smithtown,NY,555.555.21324,Other
System8,Chokshi,Martijn,Smithtown,NY,555.555.21468,Other
System8,Chokshi,Mary,Smithtown,NY,555.555.21554,Otolaryngology
System8,Choleva,Margaret,Smithtown,NY,555.555.20877,Ophthalmology
System8,Cholewa,Marc,Smithtown,NY,555.555.20787,Ophthalmology
System8,Chong,Linda,Smithtown,NY,555.555.20054,Oncology - Hematology/Oncology
System8,Chong,Louis,Smithtown,NY,555.555.20333,Ophthalmology
System8,Chong,Lourival,Smithtown,NY,555.555.20373,Ophthalmology
System8,Chong,Lydia,Smithtown,NY,555.555.20462,Ophthalmology
System8,Chong,Lyndsey,Smithtown,NY,555.555.20475,Ophthalmology
System8,Chong,Manoj,Smithtown,NY,555.555.20711,Ophthalmology
System8,Chong,Marc,Smithtown,NY,555.555.20742,Ophthalmology
System8,Choo,Linda,Smithtown,NY,555.555.20041,Oncology - Hematology/Oncology
System8,Chopko,Lenard,Smithtown,NY,555.555.19833,Oncology - Hematology/Oncology
System8,Chopra,Lawrence,Smithtown,NY,555.555.19702,Obstetrics/Gynecology
System8,Chopra,Lee,Smithtown,NY,555.555.19777,Oncology - Gynecological/Oncology
System8,Chopra,Leena,Smithtown,NY,555.555.19803,Oncology - Gynecological/Oncology
System8,Chung,Michelle,Sleepy Hollow,NY,555.555.22886,Pediatric Medicine
System8,Chung,Mitchel,Sleepy Hollow,NY,555.555.23028,Pediatric Medicine
System8,Chung,Mitchell,Sleepy Hollow,NY,555.555.23061,Pediatric Medicine
System8,Chung,Mohamed,Sleepy Hollow,NY,555.555.23100,Pediatric Medicine
System8,Churchill,Michelle,Sleepy Hollow,NY,555.555.22876,Pediatric Medicine
System8,Churgin,Michal,Sleepy Hollow,NY,555.555.22758,Pediatric Medicine
System8,Churgin,Michele,Sleepy Hollow,NY,555.555.22792,Pediatric Medicine
System8,Churrango,Michael,Sleepy Hollow,NY,555.555.22651,Pediatric Medicine
System8,Chusid,Melissa,Sleepy Hollow,NY,555.555.22082,Pathology
System8,Chusid,Michael,Sleepy Hollow,NY,555.555.22414,Pathology
System8,Chusid,Michael,Sleepy Hollow,NY,555.555.22501,Pathology
System8,Chusid,Michael,Sleepy Hollow,NY,555.555.22600,Pediatric Medicine
System8,Chusid,Michael,Sleepy Hollow,NY,555.555.22604,Pediatric Medicine
System8,Chuu,Melanie,Sleepy Hollow,NY,555.555.22063,Pain Management - Interventional Pain Management
System8,Chuy,Matthew,Sleepy Hollow,NY,555.555.21850,Otolaryngology
System8,Chuy,Matthew,Sleepy Hollow,NY,555.555.21855,Otolaryngology
System8,Chyfetz,Matthew,Sleepy Hollow,NY,555.555.21846,Otolaryngology
System8,Chyou,Matthew,Sleepy Hollow,NY,555.555.21833,Otolaryngology
System8,Ciaccia,Matthew,Sleepy Hollow,NY,555.555.21812,Otolaryngology
System8,Ciaccio,Matthew,Sleepy Hollow,NY,555.555.21778,Otolaryngology
System8,Ciancarelli,Matthew,Sleepy Hollow,NY,555.555.21720,Otolaryngology
System8,Cianciotta,Matthew,Sleepy Hollow,NY,555.555.21704,Otolaryngology
System8,Ciano,Marybeth,Sleepy Hollow,NY,555.555.21645,Otolaryngology
System8,Ciano,Matthew,Sleepy Hollow,NY,555.555.21703,Otolaryngology
System8,Ciaravino,Mary,Sleepy Hollow,NY,555.555.21590,Otolaryngology
System8,Ciarlante,Martin,Sleepy Hollow,NY,555.555.21482,Other
System8,Ciatto,Mark,Sleepy Hollow,NY,555.555.21386,Other
System8,Ciavarra,Mark,Sleepy Hollow,NY,555.555.21319,Other
System8,Cicatelli,Mark,Sleepy Hollow,NY,555.555.21310,Other
System8,Ciccarelli,Marjorie,Sleepy Hollow,NY,555.555.21205,Optometry
System8,Cicchetti,Maria Victoria,Sleepy Hollow,NY,555.555.21029,Ophthalmology
System8,Cicchetti,Marina,Sleepy Hollow,NY,555.555.21144,Ophthalmology
System8,Ciccolini,Maria,Sleepy Hollow,NY,555.555.21016,Ophthalmology
System8,Ciccone,Maria,Sleepy Hollow,NY,555.555.20983,Ophthalmology
System8,Cicconetti,Margaret,Sleepy Hollow,NY,555.555.20890,Ophthalmology
System8,Cicconetti,Maria,Sleepy Hollow,NY,555.555.20925,Ophthalmology
System8,Cicero Sosa,Mara,Sleepy Hollow,NY,555.555.20734,Ophthalmology
System8,Cichanowicz,Maksim,Sleepy Hollow,NY,555.555.20635,Ophthalmology
System8,Cico,Maja,Sleepy Hollow,NY,555.555.20622,Ophthalmology
System8,Ciecko,Lynn,Sleepy Hollow,NY,555.555.20481,Ophthalmology
System8,Ciecko,Lynne,Sleepy Hollow,NY,555.555.20499,Ophthalmology
System8,Ciejka,Lucio,Sleepy Hollow,NY,555.555.20400,Ophthalmology
System8,Cilento,Louis,Sleepy Hollow,NY,555.555.20353,Ophthalmology
System8,Ciliberto,Lisa,Sleepy Hollow,NY,555.555.20172,Oncology - Medical Oncology
System8,Cilmi,Lisa,Sleepy Hollow,NY,555.555.20136,Oncology - Medical Oncology
System8,Ciment,Lionel,Sleepy Hollow,NY,555.555.20094,Oncology - Hematology/Oncology
System8,Cimic,Linzy,Sleepy Hollow,NY,555.555.20093,Oncology - Hematology/Oncology
System8,Ciminiello,Linda,Sleepy Hollow,NY,555.555.20057,Oncology - Hematology/Oncology
System8,Cincore,Linda,Sleepy Hollow,NY,555.555.20035,Oncology - Hematology/Oncology
System8,Cincotta,Linda,Sleepy Hollow,NY,555.555.20026,Oncology - Hematology/Oncology
System8,Cincu,Lesley,Sleepy Hollow,NY,555.555.19909,Oncology - Hematology/Oncology
System8,Cincu,Liliane,Sleepy Hollow,NY,555.555.19991,Oncology - Hematology/Oncology
System8,Cintron,Leigh,Sleepy Hollow,NY,555.555.19818,Oncology - Hematology/Oncology
System8,Cintron,Lena,Sleepy Hollow,NY,555.555.19830,Oncology - Hematology/Oncology
System8,Cintron,Lenat,Sleepy Hollow,NY,555.555.19834,Oncology - Hematology/Oncology
System8,Ciobanu,Leanne,Sleepy Hollow,NY,555.555.19770,Oncology - Gynecological/Oncology
System8,Ciocon,Leah,Sleepy Hollow,NY,555.555.19763,Oncology - Gynecological/Oncology
System8,Cioe Pena,Laurence,Sleepy Hollow,NY,555.555.19622,Obstetrics/Gynecology
System8,Cioe Pena,Lawrence,Sleepy Hollow,NY,555.555.19715,Obstetrics/Gynecology
System8,Cohen,Lisa,Setauket- East Setauket,NY,555.555.20171,Oncology - Medical Oncology
System8,Cohen,Mark,Setauket- East Setauket,NY,555.555.21211,Optometry
System8,Cohen,Matthew,Setauket,NY,555.555.21785,Otolaryngology
System8,Cohen,Meenu,Shrewsbury,NJ,555.555.21983,Otolaryngology
System8,Cohen,Melissa,Setauket- East Setauket,NY,555.555.22138,Pathology
System8,Cohen,Mohamed Azeem,Setauket- East Setauket,NY,555.555.23102,Pediatric Medicine
System8,Cohn,Margaret,Seattle,WA,555.555.20871,Ophthalmology
System8,Cohn,Michael,Secaucus,NJ,555.555.22678,Pediatric Medicine
System8,Colasacco,Matthew,Seaford,NY,555.555.21699,Otolaryngology
System8,Colasacco,Mirela,Seaford,NY,555.555.22998,Pediatric Medicine
System8,Colasante-garrido,Mandes,Seaford,NY,555.555.20670,Ophthalmology
System8,Colletta,Mary,Sea Cliff,NY,555.555.21545,Otolaryngology
System8,Colletta,Michael,Sea Cliff,NY,555.555.22675,Pediatric Medicine
System8,Colley,Matthew,Scranton,PA,555.555.21805,Otolaryngology
System8,Comito,Miroslav,Scarsdale,NY,555.555.23021,Pediatric Medicine
System8,Como,Maida,Scarsdale,NY,555.555.20617,Ophthalmology
System8,Contacessa,Michael,Sarasota,FL,555.555.22461,Pathology
System8,Conway,Lucia,San Francisco,CA,555.555.20392,Ophthalmology
System8,Cooney,Meredith,Salisbury,MD,555.555.22181,Pathology
System8,Cooper,Lorraine,Rye Brook,NY,555.555.20300,Oncology - Pediatric Hematology/Oncology
System8,Cooper,Marian,Saint James,NY,555.555.21039,Ophthalmology
System8,Cooper,Mark,Saint James,NY,555.555.21260,Other
System8,Cooper,Marushka,Saint James,NY,555.555.21526,Otolaryngology
System8,Cordaro,Lester,Royal Oak,MI,555.555.19926,Oncology - Hematology/Oncology
System8,Corn,Mindy,Roslyn Heights,NY,555.555.22978,Pediatric Medicine
System8,Cornetta,Michelle,Roslyn Heights,NY,555.555.22862,Pediatric Medicine
System8,Cornish,Marc,Roslyn Heights,NY,555.555.20775,Ophthalmology
System8,Cornish,Mark,Roslyn Heights,NY,555.555.21334,Other
System8,Cornish,Matthew,Roslyn Heights,NY,555.555.21756,Otolaryngology
System8,Correa,Michael,Roslyn,NY,555.555.22697,Pediatric Medicine
System8,Correia,Mfon,Roslyn,NY,555.555.22211,Pathology
System8,Corriel,Marissa,Roslyn,NY,555.555.21181,Ophthalmology
System8,Corriel,Mary Ann,Roslyn,NY,555.555.21623,Otolaryngology
System8,Corriel,Matthew,Roslyn,NY,555.555.21737,Otolaryngology
System8,Corry,Lawrence,Roslyn,NY,555.555.19671,Obstetrics/Gynecology
System8,Costello,Linda,Rosedale,NY,555.555.20034,Oncology - Hematology/Oncology
System8,Costello,Masood,Roosevelt,NY,555.555.21660,Otolaryngology
System8,Creamer,Mohamed,Rockville Centre,NY,555.555.23095,Pediatric Medicine
System8,Creighton,Michael,Rockville Centre,NY,555.555.22584,Pediatric Medicine
System8,Crenesse-cozien,Melissa,Rockville Centre,NY,555.555.22130,Pathology
System8,Crescenzo,Megan,Rockville Centre,NY,555.555.22001,Otolaryngology - Pediatric
System8,Crespi,Matthew,Rockville Centre,NY,555.555.21770,Otolaryngology
System8,Crespin,Matthew,Rockville Centre,NY,555.555.21712,Otolaryngology
System8,Crespo,Lionel,Rockville Centre,NY,555.555.20095,Oncology - Medical Oncology
System8,Crevi,Lina,Rockville Centre,NY,555.555.20014,Oncology - Hematology/Oncology
System8,Crevi,Linda,Rockville Centre,NY,555.555.20039,Oncology - Hematology/Oncology
System8,Curran,Michael,Rockaway Park,NY,555.555.22583,Pediatric Medicine
System8,Cusumano,Mark,Rochester,MN,555.555.21294,Other
System8,Czajka,Lorraine,Robbinsville,NJ,555.555.20295,Oncology - Pediatric Hematology/Oncology
System8,Daabies,Mitchell,Riverhead,NY,555.555.23065,Pediatric Medicine
System8,Dabaghian,Michael,Riverhead,NY,555.555.22580,Pediatric Medicine
System8,Dabaghian,Michael,Riverhead,NY,555.555.22611,Pediatric Medicine
System8,Dabela,Michael,Riverhead,NY,555.555.22431,Pathology
System8,Dabhi,Michael,Riverhead,NY,555.555.22339,Pathology
System8,Dabney,Michael,Riverhead,NY,555.555.22268,Pathology
System8,Dabski,Meekoo,Riverhead,NY,555.555.21974,Otolaryngology
System8,Dacher,Maureen,Riverhead,NY,555.555.21897,Otolaryngology
System8,Dacosta,Martin,Riverhead,NY,555.555.21511,Otolaryngology
System8,Dagher,Mark,Riverhead,NY,555.555.21367,Other
System8,Dagi Glass,Mark,Riverhead,NY,555.555.21304,Other
System8,Daglian,Mark,Riverhead,NY,555.555.21303,Other
System8,Dagnese,Marissa,Riverhead,NY,555.555.21193,Ophthalmology
System8,Dagostino,Marc,Riverhead,NY,555.555.20806,Ophthalmology
System8,Dagostino,Marie-jose,Riverhead,NY,555.555.21086,Ophthalmology
System8,Dagostino,Marina,Riverhead,NY,555.555.21132,Ophthalmology
System8,Daguilh,Marc,Riverhead,NY,555.555.20762,Ophthalmology
System8,Dahl,Manish,Riverhead,NY,555.555.20694,Ophthalmology
System8,Dahl,Manuel,Riverhead,NY,555.555.20726,Ophthalmology
System8,Dahlgren,Mahendranauth,Riverhead,NY,555.555.20595,Ophthalmology
System8,Dahlman,Madeline,Riverhead,NY,555.555.20537,Ophthalmology
System8,Dahn,Lora,Riverhead,NY,555.555.20247,Oncology - Medical Oncology
System8,Dai,Leonard,Riverhead,NY,555.555.19860,Oncology - Hematology/Oncology
System8,Dai,Lincy,Riverhead,NY,555.555.20021,Oncology - Hematology/Oncology
System8,Dai,Linda,Riverhead,NY,555.555.20059,Oncology - Hematology/Oncology
System8,Daian,Leonard,Riverhead,NY,555.555.19857,Oncology - Hematology/Oncology
System8,Dar,Lincoln,Ringwood,NJ,555.555.20019,Oncology - Hematology/Oncology
System8,Darani,Marina,Ridgewood,NJ,555.555.21130,Ophthalmology
System8,Darrow,Lorenzo,Richmond Hill,NY,555.555.20258,Oncology - Medical Oncology
System8,Darvishian,Leora,Richmond Hill,NY,555.555.19901,Oncology - Hematology/Oncology
System8,Datta,Maxwell,Rego Park,NY,555.555.21927,Otolaryngology
System8,Datta,Michael,Rego Park,NY,555.555.22403,Pathology
System8,Dauer,Marissa,Rego Park,NY,555.555.21182,Ophthalmology
System8,Dauer,Mary,Rego Park,NY,555.555.21570,Otolaryngology
System8,Dauhajre,Maria,Rego Park,NY,555.555.20922,Ophthalmology
System8,Dauria,Luke,Rego Park,NY,555.555.20451,Ophthalmology
System8,Dave,Liliane,Rego Park,NY,555.555.19990,Oncology - Hematology/Oncology
System8,Davis,Mark,Queens Village,NY,555.555.21353,Other
System8,Davis,Mayer,Queens Village,NY,555.555.21945,Otolaryngology
System8,Debello,Millie,Queens,NY,555.555.22950,Pediatric Medicine
System8,Deberny,Miguel,Queens,NY,555.555.22902,Pediatric Medicine
System8,Deberry,Micole,Queens,NY,555.555.22894,Pediatric Medicine
System8,Deberry-carlisle,Michelle,Queens,NY,555.555.22865,Pediatric Medicine
System8,Deboccardo,Michele,Queens,NY,555.555.22778,Pediatric Medicine
System8,Dec,Michael,Queens,NY,555.555.22649,Pediatric Medicine
System8,Dec,Michael,Queens,NY,555.555.22691,Pediatric Medicine
System8,Decarvalho,Michael,Queens,NY,555.555.22626,Pediatric Medicine
System8,Decastro,Michael,Queens,NY,555.555.22469,Pathology
System8,Decastro,Michael,Queens,NY,555.555.22484,Pathology
System8,Decastro,Michael,Queens,NY,555.555.22520,Pathology
System8,Decelie-germana,Michael,Queens,NY,555.555.22356,Pathology
System8,Decelie-germana,Michael,Queens,NY,555.555.22385,Pathology
System8,Dechavez,Michael,Queens,NY,555.555.22337,Pathology
System8,Decherrie,Michael,Queens,NY,555.555.22306,Pathology
System8,Decicco,Michael,Queens,NY,555.555.22282,Pathology
System8,Deckelbaum,Michael,Queens,NY,555.555.22277,Pathology
System8,Decker,Michael,Queens,NY,555.555.22256,Pathology
System8,Decollibus,Michael,Queens,NY,555.555.22243,Pathology
System8,Decostanzo,Meredith,Queens,NY,555.555.22186,Pathology
System8,Decostanzo,Meron,Queens,NY,555.555.22199,Pathology
System8,Decrosta,Melvin,Queens,NY,555.555.22168,Pathology
System8,Decter,Melissa,Queens,NY,555.555.22133,Pathology
System8,Dedania,Melissa,Queens,NY,555.555.22119,Pathology
System8,Dedios,Melissa,Queens,NY,555.555.22105,Pathology
System8,Dedopoulos,Maurice,Queens,NY,555.555.21904,Otolaryngology
System8,Dedza,Matthew,Queens,NY,555.555.21791,Otolaryngology
System8,Dedza,Matthew,Queens,NY,555.555.21820,Otolaryngology
System8,Dee,Masashi,Queens,NY,555.555.21657,Otolaryngology
System8,Dee,Matthew,Queens,NY,555.555.21753,Otolaryngology
System8,Deeb,Mary,Queens,NY,555.555.21607,Otolaryngology
System8,Deeb,Mary,Queens,NY,555.555.21613,Otolaryngology
System8,Deeb,Mary,Queens,NY,555.555.21614,Otolaryngology
System8,Deede,Martin,Queens,NY,555.555.21493,Otolaryngology
System8,Deering,Martin,Queens,NY,555.555.21470,Other
System8,Deesawala,Mark,Queens,NY,555.555.21401,Other
System8,Deforest,Mark,Queens,NY,555.555.21338,Other
System8,Deforest,Mark,Queens,NY,555.555.21387,Other
System8,Degaetano,Mark,Queens,NY,555.555.21323,Other
System8,Degelsmith,Mark,Queens,NY,555.555.21261,Other
System8,Degelsmith,Mark,Queens,NY,555.555.21316,Other
System8,Degoy-shahin,Mark,Queens,NY,555.555.21238,Optometry
System8,Degoy-shahin,Mark,Queens,NY,555.555.21244,Optometry
System8,Degraffe,Mark,Queens,NY,555.555.21216,Optometry
System8,Deguzman,Marjan,Queens,NY,555.555.21201,Optometry
System8,Dehdashti,Marie-noelle,Queens,NY,555.555.21099,Ophthalmology
System8,Dehdashti,Marija,Queens,NY,555.555.21102,Ophthalmology
System8,Dehkharghani,Mariecel,Queens,NY,555.555.21081,Ophthalmology
System8,Dehnert,Maria,Queens,NY,555.555.21019,Ophthalmology
System8,Dehnert,Maria,Queens,NY,555.555.21020,Ophthalmology
System8,Deiker,Maria,Queens,NY,555.555.20971,Ophthalmology
System8,Deiner,Maria,Queens,NY,555.555.20965,Ophthalmology
System8,Deitch,Margherita,Queens,NY,555.555.20909,Ophthalmology
System8,Deitch,Maria,Queens,NY,555.555.20949,Ophthalmology
System8,Deitel,Margarita,Queens,NY,555.555.20907,Ophthalmology
System8,Deitz,Margaret,Queens,NY,555.555.20893,Ophthalmology
System8,Dejneka,Marc,Queens,NY,555.555.20814,Ophthalmology
System8,Dekhkanov,Marc,Queens,NY,555.555.20774,Ophthalmology
System8,Dekhkanov,Marc,Queens,NY,555.555.20801,Ophthalmology
System8,Dekhkanova,Mansoor,Queens,NY,555.555.20720,Ophthalmology
System8,Dekhtyar,Manju,Queens,NY,555.555.20704,Ophthalmology
System8,Dekio,Mallory,Queens,NY,555.555.20651,Ophthalmology
System8,Del Mundo,Maja,Queens,NY,555.555.20623,Ophthalmology
System8,Del Rosario,Mahmoud,Queens,NY,555.555.20604,Ophthalmology
System8,Dela Cruz,Maggie,Queens,NY,555.555.20580,Ophthalmology
System8,Dela Cruz,Maggie,Queens,NY,555.555.20581,Ophthalmology
System8,Dela Cruz,Mahmood,Queens,NY,555.555.20600,Ophthalmology
System8,Delacure,Maged,Queens,NY,555.555.20578,Ophthalmology
System8,Delaney,Luiziana,Queens,NY,555.555.20443,Ophthalmology
System8,Delaney,Lyssett,Queens,NY,555.555.20507,Ophthalmology
System8,Delaney,Madi,Queens,NY,555.555.20554,Ophthalmology
System8,Delasho,Luigi,Queens,NY,555.555.20412,Ophthalmology
System8,Delauro,Lucy,Queens,NY,555.555.20407,Ophthalmology
System8,Dele Michael,Lovleen,Queens,NY,555.555.20374,Ophthalmology
System8,Deleacy,Louisa,Queens,NY,555.555.20355,Ophthalmology
System8,Delello,Lorraine,Queens,NY,555.555.20297,Oncology - Pediatric Hematology/Oncology
System8,Deleon,Loren,Queens,NY,555.555.20252,Oncology - Medical Oncology
System8,Deleon,Loretta,Queens,NY,555.555.20260,Oncology - Medical Oncology
System8,Delfiner,Linda,Queens,NY,555.555.20048,Oncology - Hematology/Oncology
System8,Delfiner,Lisa,Queens,NY,555.555.20199,Oncology - Medical Oncology
System8,Delfino,Lawrence,Queens,NY,555.555.19730,Obstetrics/Gynecology
System8,Delguzzo,Lawrence,Queens,NY,555.555.19686,Obstetrics/Gynecology
System8,Dipaola,Miriam,Poughkeepsie,NY,555.555.23009,Pediatric Medicine
System8,Dire,Marvin,Poughkeepsie,NY,555.555.21532,Otolaryngology
System8,Dire,Michael,Poughkeepsie,NY,555.555.22476,Pathology
System8,Director,Lloyd,Poughkeepsie,NY,555.555.20231,Oncology - Medical Oncology
System8,Director,Marie Louies,Poughkeepsie,NY,555.555.21079,Ophthalmology
System8,Dlugosz,Martin,Portland,OR,555.555.21501,Otolaryngology
System8,Dobsevage,Melissa,Port Washington,NY,555.555.22145,Pathology
System8,Dockstader,Mayank,Port Washington,NY,555.555.21940,Otolaryngology
System8,Doctor,Marilyn,Port Washington,NY,555.555.21112,Ophthalmology
System8,Doherty,Michael,Port Jefferson Station,NY,555.555.22424,Pathology
System8,Dolan,Matthew,Port Jefferson Station,NY,555.555.21750,Otolaryngology
System8,Dolan,Megan,Port Jefferson Station,NY,555.555.21993,Otolaryngology
System8,Dolar,Martin,Port Jefferson Station,NY,555.555.21506,Otolaryngology
System8,Dori,Melissa,Port Jefferson,NY,555.555.22156,Pathology
System8,Dori,Michael,Port Jefferson,NY,555.555.22578,Pediatric Medicine
System8,Dori,Michael,Port Jefferson,NY,555.555.22722,Pediatric Medicine
System8,Dori,Michelle,Port Jefferson,NY,555.555.22848,Pediatric Medicine
System8,Doroshow,Matthew,Port Jefferson,NY,555.555.21839,Otolaryngology
System8,Dorrello,Mary,Port Jefferson,NY,555.555.21602,Otolaryngology
System8,Dorsky,Lorraine,Port Jefferson,NY,555.555.20299,Oncology - Pediatric Hematology/Oncology
System8,Dorsky,Marrick,Port Jefferson,NY,555.555.21442,Other
System8,Dsa,Mitul,Plainview,NY,555.555.23087,Pediatric Medicine
System8,D'silva,Mitchell,Plainview,NY,555.555.23033,Pediatric Medicine
System8,Dsouza,Millie,Plainview,NY,555.555.22951,Pediatric Medicine
System8,D'souza,Miguel,Plainview,NY,555.555.22901,Pediatric Medicine
System8,Du,Michael,Plainview,NY,555.555.22558,Pediatric Medicine
System8,Du,Michel,Plainview,NY,555.555.22763,Pediatric Medicine
System8,Dua,Merima,Plainview,NY,555.555.22193,Pathology
System8,Dua,Michael,Plainview,NY,555.555.22330,Pathology
System8,Dua,Michael,Plainview,NY,555.555.22366,Pathology
System8,Duarte,Megan,Plainview,NY,555.555.21997,Otolaryngology - Pediatric
System8,Duarte,Mekeleya,Plainview,NY,555.555.22049,Pain Management
System8,Duarte,Melissa,Plainview,NY,555.555.22149,Pathology
System8,Duarte,Melvin,Plainview,NY,555.555.22162,Pathology
System8,Duarte-prieto,Meedlen,Plainview,NY,555.555.21970,Otolaryngology
System8,Dube,Matthew,Plainview,NY,555.555.21777,Otolaryngology
System8,Dube,Matthew,Plainview,NY,555.555.21828,Otolaryngology
System8,Duberstein Coad,Mateusz,Plainview,NY,555.555.21665,Otolaryngology
System8,Dubey,Mary,Plainview,NY,555.555.21609,Otolaryngology
System8,Dubin,Mary,Plainview,NY,555.555.21553,Otolaryngology
System8,Dubin,Mary,Plainview,NY,555.555.21562,Otolaryngology
System8,Dubinsky,Mary,Plainview,NY,555.555.21549,Otolaryngology
System8,Dubner,Mark,Plainview,NY,555.555.21274,Other
System8,Dubner,Marsha,Plainview,NY,555.555.21446,Other
System8,Dubois,Mario,Plainview,NY,555.555.21160,Ophthalmology
System8,Dubois,Mark,Plainview,NY,555.555.21273,Other
System8,Dubowsky,Maria,Plainview,NY,555.555.20973,Ophthalmology
System8,Dubowsky,Marina,Plainview,NY,555.555.21119,Ophthalmology
System8,Dubroff,Margaret,Plainview,NY,555.555.20892,Ophthalmology
System8,Dubrovskaya,Marco,Plainview,NY,555.555.20843,Ophthalmology
System8,Ducey,Mandip,Plainview,NY,555.555.20671,Ophthalmology
System8,Ducey,Marcia,Plainview,NY,555.555.20833,Ophthalmology
System8,Duchatellier,Manav,Plainview,NY,555.555.20664,Ophthalmology
System8,Duchon,Maia,Plainview,NY,555.555.20615,Ophthalmology
System8,Duda,Madhu,Plainview,NY,555.555.20547,Ophthalmology
System8,Dudda Subramanya,Linh,Plainview,NY,555.555.20088,Oncology - Hematology/Oncology
System8,Dudek,Lindsey,Plainview,NY,555.555.20084,Oncology - Hematology/Oncology
System8,Dudhani,Linda,Plainview,NY,555.555.20060,Oncology - Hematology/Oncology
System8,Dudhia,Liang,Plainview,NY,555.555.19966,Oncology - Hematology/Oncology
System8,Dudkiewicz,Lawrence,Plainview,NY,555.555.19703,Obstetrics/Gynecology
System8,Dueland-kuhn,Lawrence,Plainview,NY,555.555.19691,Obstetrics/Gynecology
System8,Duff,Laurie,Plainview,NY,555.555.19644,Obstetrics/Gynecology
System8,Duffy,Laurie,Plainview,NY,555.555.19641,Obstetrics/Gynecology
System8,Echenique Arana,Mary,Pittsburgh,PA,555.555.21584,Otolaryngology
System8,Eckler,Michael,Piscataway,NJ,555.555.22289,Pathology
System8,Eddib,Michael,Phoenix,AZ,555.555.22244,Pathology
System8,Eddy-abrams,Mark,Phoenix,AZ,555.555.21372,Other
System8,Edison,Michael,Philadelphia,PA,555.555.22538,Pediatric Medicine
System8,Edman,Matthew,Philadelphia,PA,555.555.21725,Otolaryngology
System8,Ednalino,Lawrence,Philadelphia,PA,555.555.19739,Obstetrics/Gynecology - Maternal & Fetal Medicine
System8,Ednalino,Louis,Philadelphia,PA,555.555.20326,Ophthalmology
System8,Ednalino,Matthew,Philadelphia,PA,555.555.21705,Otolaryngology
